Label	x	y	claim	opposite_perspective	perspective	opposite_claim
0	0	0	The world should go vegan	Iron from a vegetarian diet is not healthier than from a meat-based diet.	Iron from a vegetarian diet is healthier than from a meat-based diet.	The world should not go vegan
0	0	0	The world should go vegan	A vegetarian diet is not a healthier way to get iron than from a meat-based diet.	A vegetarian diet is a healthier way to get iron than from a meat-based diet.	The world should not go vegan
0	0	0	The world should go vegan	A vegetarian diet can not help alleviate world hunger.	A vegetarian diet can help alleviate world hunger. 	The world should not go vegan
0	0	0	The world should go vegan	World hunger can not be reduced with a vegetarian diet.	World hunger can be reduced with a vegetarian diet.	The world should not go vegan
0	0	0	The world should go vegan	Eating a vegetarian diet can not lead to less hunger around the world.	Eating a vegetarian diet can lead to less hunger around the world.	The world should not go vegan
1	0	0	The world should go vegan	Saturated fats in meat spoil the immune and nervous system.	Saturated fats in meat help the immune and nervous system.	The world should not go vegan
1	0	0	The world should go vegan	Lean red meat, eaten in moderation, can not be a healthful part of a balanced diet.	Lean red meat, eaten in moderation, can be a healthful part of a balanced diet. 	The world should not go vegan
1	0	0	The world should go vegan	Red meat can not be unhealthy if eaten in large quantities and too often but is healthy in moderation.	Red meat can be unhealthy if eaten in large quantities and too often but is healthy in moderation. 	The world should not go vegan
1	0	0	The world should go vegan	Lean red meat can not be healthy	Lean red meat can be healthy	The world should not go vegan
1	0	0	The world should go vegan	Lean red meat is necessarily unhealthy	Lean red meat is not necessarily unhealthy	The world should not go vegan
1	0	0	The world should go vegan	Vegetarian diets can not cause the death of animals too.	Vegetarian diets can cause the death of animals too. 	The world should not go vegan
1	0	0	The world should go vegan	Animals can not also die as a result of vegetarian diets.	Animals can also die as a result of vegetarian diets.	The world should not go vegan
1	0	0	The world should go vegan	Animals will not still die even if everyone were to follow a vegetarian diet.	Animals will still die even if everyone were to follow a vegetarian diet.	The world should not go vegan
1	0	0	The world should go vegan	Vegetarian diets can not cause the death of animals too	Vegetarian diets can cause the death of animals too	The world should not go vegan
0	0	0	The world should go vegan	Eating meat decrease the risk of getting type 2 diabetes.	Eating meat increases the risk of getting type 2 diabetes. 	The world should not go vegan
0	0	0	The world should go vegan	Less Meat is Linked to Higher Risk of Type 2	Eating More Meat is Linked to Higher Risk of Type 2	The world should not go vegan
1	0	0	The world should go vegan	Processed vegetarian protein options such as tofu can not cause more greenhouse gas pollution than farming meat.	Processed vegetarian protein options such as tofu can cause more greenhouse gas pollution than farming meat. 	The world should not go vegan
1	0	0	The world should go vegan	Farming meat can not produce less pollution than companies that process vegetarian proteins like tofu.	Farming meat can produce less pollution than companies that process vegetarian proteins like tofu.	The world should not go vegan
