Label	x	y	claim	opposite_perspective
0	0	0	Social networking sites are good for our society	There are some personality and brain disorders that appear to connect to social media usage. but it is not true.
1	0	0	Social networking sites are good for our society	Corporations and small businesses use social media to benefit themselves and consumers. but it is not true.
1	0	0	Social networking sites are good for our society	Social media is beneficial to corporations and businesses. but it is not true.
1	0	0	Social networking sites are good for our society	Colleges and universities use social media to recruit and retain students. but it is not true.
1	0	0	Social networking sites are good for our society	Students can be recruited to universities through social media. but it is not true.
1	0	0	Social networking sites are good for our society	Social media is often used by higher education to find new students. but it is not true.
1	0	0	Social networking sites are good for our society	Law enforcement uses social media to catch and prosecute criminals. but it is not true.
1	0	0	Social networking sites are good for our society	Social media can help prosecute criminals but it is not true.
1	0	0	Social networking sites are good for our society	Social media allows law enforcement to catch and prosecute criminals. but it is not true.
1	0	0	Social networking sites are good for our society	Criminals can be caught using social media. but it is not true.
0	0	0	Social networking sites are good for our society	Social media aids the spread of hate groups. but it is not true.
0	0	0	Social networking sites are good for our society	Hate groups use social media to get their message out there. but it is not true.
0	0	0	Social networking sites are good for our society	Many individuals report to have seen some groups of hate using social media. but it is not true.
