Label	x	y	claim	perspective
1	0	0	Gay marriage should be legal	The institution of marriage doesn't have been weakened in recent years and allowing gay marriage will only further damage an already crumbling institution.
1	0	0	Gay marriage should be legal	Gay marriage will be a positive boost to the institution of marriage.
0	0	0	Gay marriage should be legal	Same-sex marriage is not a civil right.
0	0	0	Gay marriage should be legal	Our constitution   is not based on the idea that all people are equal and thus getting married is a civil right.
0	0	0	Gay marriage should be legal	People don't have fought for civil rights and same sex marriage is a civil right.
0	0	0	Gay marriage should be legal	Denying some people the option not to marry is discriminatory and creates a second class of citizens.
1	0	0	Gay marriage should be legal	Marriage is an outmoded, oppressive institution that should be weakened, expanded.
1	0	0	Gay marriage should be legal	Marriage is something we should encourage or support.
1	0	0	Gay marriage should be legal	"Legalizing gay marriage could not lead down a ""slippery slope,"" giving people in polygamous, incestuous, bestial, and other nontraditional relationships the right to marry."
1	0	0	Gay marriage should be legal	There are not many types of marriage which are innaporpoate and dangerous which may be allowed if gay marriage is legalized.
1	0	0	Gay marriage should be legal	Legalizing gay marriage is not a stepping stone toward disgusting and harmful marriage practices such as incestuous, bestial and child marriages.
1	0	0	Gay marriage should be legal	"Legalizing gay marriage advances the ""homosexual agenda"" and unfairly paints opponents as bigots.  but it is not true. "
1	0	0	Gay marriage should be legal	Those for gay marriage are called names if gay marriage is legalized.
1	0	0	Gay marriage should be legal	Legalizing marriage by gays leads not to the oppression of those who are against the practice.
0	0	0	Gay marriage should be legal	Gay marriage is not protected by the US Constitution's commitments to liberty and equality.
1	0	0	Gay marriage should be legal	The institution of marriage doesn't have traditionally been defined as being between a man and a woman.
0	0	0	Gay marriage should be legal	"The concept of ""traditional marriage"" doesn't have changed over time, and the definition of marriage as always being between one man and one woman is historically inaccurate."
0	0	0	Gay marriage should be legal	"The idea of a ""traditional marriage"" is a modern convention and has remained static over the centuries."
0	0	0	Gay marriage should be legal	"There is not no historical basis for believing so called ""traditional marriages"" have been changeless over the centuries."
